changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.14199047387808192
0.01,1.0,multiplicative,0.14207437799360154
0.01,10.0,multiplicative,0.14216575408067886
0.01,10.0,additive,0.14421192039458502
0.01,1.0,additive,0.144315961411636
0.01,5.0,additive,0.1443615669751223
0.05,1.0,multiplicative,0.144419555260653
0.05,5.0,multiplicative,0.14469374513859773
0.05,10.0,multiplicative,0.14504679191987668
0.05,5.0,additive,0.1471436754833295
0.05,10.0,additive,0.14725924902568532
0.05,1.0,additive,0.14738995153007545
0.1,1.0,multiplicative,0.15400172718128322
0.1,5.0,multiplicative,0.1548626853561163
0.1,10.0,multiplicative,0.1556866148172814
0.1,5.0,additive,0.16366696217612106
0.1,10.0,additive,0.1672830587671912
0.1,1.0,additive,0.17780759582415825
