changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.10718708986413768
0.01,10.0,multiplicative,0.10719665363773513
0.01,1.0,multiplicative,0.10724092189879961
0.1,5.0,multiplicative,0.10788334837274934
0.1,1.0,multiplicative,0.10794960119328269
0.1,10.0,multiplicative,0.10795587731066776
0.05,1.0,multiplicative,0.10811617412076412
0.05,10.0,multiplicative,0.10814765390081087
0.01,10.0,additive,0.10827849578582525
0.01,5.0,additive,0.10830877242252139
0.01,1.0,additive,0.10831247474677888
0.05,5.0,multiplicative,0.10832771832350364
0.05,1.0,additive,0.10913868448157103
0.05,5.0,additive,0.1091922993763025
0.05,10.0,additive,0.10920026982425036
0.1,5.0,additive,0.10929372469171701
0.1,10.0,additive,0.10931542738308896
0.1,1.0,additive,0.10946056604553012
