changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,1.0,multiplicative,0.08247516360978475
0.05,10.0,multiplicative,0.08250922676003296
0.05,5.0,multiplicative,0.08253534053431287
0.01,10.0,multiplicative,0.08270555618051127
0.01,1.0,multiplicative,0.08271889649753462
0.01,5.0,multiplicative,0.08273323069785969
0.1,10.0,multiplicative,0.08275092369247194
0.1,1.0,multiplicative,0.08276660343596119
0.1,5.0,multiplicative,0.08281084476851279
0.1,1.0,additive,0.08377158801837625
0.1,5.0,additive,0.0837781378298155
0.1,10.0,additive,0.08379494039335937
0.05,5.0,additive,0.08396046824612405
0.05,1.0,additive,0.0840355251949706
0.05,10.0,additive,0.0841055507166351
0.01,1.0,additive,0.0844747658138158
0.01,10.0,additive,0.08464629891062682
0.01,5.0,additive,0.08468710029209177
