changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,additive,0.10731383509904985
0.01,10.0,additive,0.10732567812861336
0.01,5.0,additive,0.10737879620947183
0.01,1.0,multiplicative,0.10766127128995763
0.01,10.0,multiplicative,0.10768927719933816
0.01,5.0,multiplicative,0.10782126571968477
0.05,5.0,additive,0.10972091729503788
0.1,5.0,additive,0.10973022331953991
0.1,10.0,additive,0.10986881214769793
0.05,10.0,additive,0.10987852398919037
0.05,1.0,additive,0.10992722664731192
0.05,1.0,multiplicative,0.11018529416255884
0.05,5.0,multiplicative,0.11028978741940072
0.1,5.0,multiplicative,0.11052775122539824
0.05,10.0,multiplicative,0.11070313898491309
0.1,1.0,multiplicative,0.11073425496175482
0.1,1.0,additive,0.11098905977960735
0.1,10.0,multiplicative,0.11120215416261456
