changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,additive,0.1328761209961056
0.01,5.0,additive,0.13296406634537858
0.01,10.0,additive,0.133089500608711
0.05,5.0,multiplicative,0.13383577511363912
0.1,5.0,additive,0.13547142861393674
0.1,1.0,additive,0.13554364157549142
0.1,10.0,additive,0.1356226408850965
0.05,5.0,additive,0.1359365628163977
0.05,1.0,additive,0.13600933856286496
0.05,10.0,additive,0.13654087742319454
0.1,5.0,multiplicative,0.1393314758329148
0.05,1.0,multiplicative,0.1396709761715351
0.01,1.0,multiplicative,0.14045766735754503
0.1,1.0,multiplicative,0.14082881080957918
0.01,10.0,multiplicative,0.14155362462055343
0.01,5.0,multiplicative,0.14174187592396856
0.1,10.0,multiplicative,0.14240563575350462
0.05,10.0,multiplicative,0.1424134868645821
