changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19092253868617814
0.01,10.0,additive,0.1911989645753745
0.01,1.0,additive,0.1913992556555243
0.05,5.0,additive,0.1985878786523693
0.05,1.0,additive,0.1991093434854528
0.05,10.0,additive,0.19956474276906877
0.05,5.0,multiplicative,0.19988130202532792
0.05,1.0,multiplicative,0.20038250086199008
0.05,10.0,multiplicative,0.2009648468704884
0.01,10.0,multiplicative,0.2019503929014583
0.01,5.0,multiplicative,0.2020557600501415
0.01,1.0,multiplicative,0.20222551661127197
0.1,10.0,multiplicative,0.20763138321256147
0.1,5.0,multiplicative,0.20833904621295665
0.1,1.0,multiplicative,0.2085028653959799
0.1,5.0,additive,0.21593166069481853
0.1,10.0,additive,0.21735201033645515
0.1,1.0,additive,0.22078219801744292
