changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.1,10.0,additive,0.08518652109905793
0.1,1.0,additive,0.08518873712864873
0.1,5.0,additive,0.08519402536580775
0.05,5.0,additive,0.08528102118329797
0.05,10.0,additive,0.08528553096567212
0.05,1.0,additive,0.08529254248813553
0.05,5.0,multiplicative,0.08534877241313091
0.05,1.0,multiplicative,0.08535717079196517
0.05,10.0,multiplicative,0.08537122570992334
0.1,1.0,multiplicative,0.08567852663235719
0.1,10.0,multiplicative,0.08568456740390035
0.1,5.0,multiplicative,0.08569807164683363
0.01,10.0,multiplicative,0.08578589566983645
0.01,1.0,multiplicative,0.08579840009153403
0.01,5.0,multiplicative,0.085800917956204
0.01,1.0,additive,0.08587533487154966
0.01,10.0,additive,0.08589802862528616
0.01,5.0,additive,0.08592943165781214
