changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08195318689349117
0.05,5.0,multiplicative,0.08199585018402167
0.05,1.0,multiplicative,0.08200690620430748
0.1,1.0,multiplicative,0.08221901021212219
0.1,10.0,multiplicative,0.08223521501909375
0.1,5.0,multiplicative,0.08224852772300806
0.01,10.0,multiplicative,0.0823447604395228
0.01,5.0,multiplicative,0.08234630024982274
0.01,1.0,multiplicative,0.08234798435909692
0.1,5.0,additive,0.0840007799841324
0.1,1.0,additive,0.08400184404599356
0.1,10.0,additive,0.08400954420761202
0.05,1.0,additive,0.08413709252558012
0.05,10.0,additive,0.08417017508854631
0.05,5.0,additive,0.08422925610864995
0.01,10.0,additive,0.08437490931487394
0.01,5.0,additive,0.0844007014206817
0.01,1.0,additive,0.08442073847636929
