changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.13340385513585593
0.05,1.0,multiplicative,0.13386863638123067
0.1,1.0,multiplicative,0.14226980360955485
0.1,10.0,multiplicative,0.1536550297723372
0.01,10.0,multiplicative,0.15877249473382915
0.1,5.0,multiplicative,0.1588867077484289
0.01,5.0,multiplicative,0.15896454912572722
0.01,1.0,multiplicative,0.1598943025341779
0.01,1.0,additive,0.1675233425380386
0.01,5.0,additive,0.16798476136777443
0.01,10.0,additive,0.16823269707209929
0.05,1.0,additive,0.17696429924390442
0.05,10.0,additive,0.17803914745187277
0.05,5.0,additive,0.17843345775092426
0.05,5.0,multiplicative,0.1810003474993527
0.1,5.0,additive,0.19358669418380237
0.1,1.0,additive,0.1944733402479515
0.1,10.0,additive,0.1955087392290997
