changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.18097433301304972
0.01,10.0,additive,0.1812370480542807
0.01,10.0,multiplicative,0.18214643823994076
0.01,5.0,multiplicative,0.1821620775372343
0.01,1.0,multiplicative,0.18232927939533636
0.01,1.0,additive,0.18532716900436663
0.05,5.0,multiplicative,0.1930574984219337
0.05,1.0,multiplicative,0.1931995443120169
0.05,10.0,multiplicative,0.19530365969635724
0.1,1.0,multiplicative,0.2033453236985434
0.1,10.0,multiplicative,0.20386868435485653
0.1,5.0,multiplicative,0.2057666757496139
0.05,1.0,additive,0.21009023344051717
0.05,10.0,additive,0.2229386261543931
0.05,5.0,additive,0.22412255425189515
0.1,1.0,additive,0.22599915820854943
0.1,5.0,additive,0.24118257095228612
0.1,10.0,additive,0.2489445607540647
