changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.14090810876556206
0.01,5.0,multiplicative,0.14127878873143007
0.01,1.0,multiplicative,0.14131319126861389
0.1,1.0,additive,0.14383784385574522
0.01,1.0,additive,0.1442278953190334
0.01,10.0,additive,0.1442902325074329
0.01,5.0,additive,0.14449783952294812
0.05,1.0,additive,0.14473654314920884
0.05,5.0,additive,0.144772691268478
0.1,10.0,additive,0.15056987425959636
0.05,10.0,multiplicative,0.15062776977144737
0.05,5.0,multiplicative,0.15069189693036075
0.05,1.0,multiplicative,0.15097930807172202
0.05,10.0,additive,0.1544743764319085
0.1,1.0,multiplicative,0.15919893687371217
0.1,5.0,multiplicative,0.1651239705337855
0.1,10.0,multiplicative,0.1688278238096783
0.1,5.0,additive,0.23670688275292567
