changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.12706889542819552
0.05,1.0,multiplicative,0.12906420213534298
0.1,1.0,multiplicative,0.1333014415115173
0.1,10.0,multiplicative,0.13872849522124364
0.1,5.0,multiplicative,0.14128731109044507
0.01,10.0,multiplicative,0.14132386285764043
0.01,5.0,multiplicative,0.1415877179370337
0.01,1.0,multiplicative,0.1417215006464358
0.05,5.0,multiplicative,0.1426676962885009
0.01,1.0,additive,0.14769117215848826
0.01,10.0,additive,0.14812496767179384
0.01,5.0,additive,0.14853361336522272
0.05,1.0,additive,0.1561981247391884
0.05,10.0,additive,0.1582589906607157
0.05,5.0,additive,0.15951678230559613
0.1,5.0,additive,0.16959583513364887
0.1,1.0,additive,0.1698523296172559
0.1,10.0,additive,0.1709640708873196
