changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,1.0,multiplicative,0.08494479908526237
0.05,10.0,multiplicative,0.0849831516778578
0.05,5.0,multiplicative,0.0850193042358094
0.1,10.0,multiplicative,0.0851649934130563
0.1,1.0,multiplicative,0.08518070281239616
0.1,5.0,multiplicative,0.08522139151942167
0.01,10.0,multiplicative,0.08524730802427988
0.01,1.0,multiplicative,0.08525520568977189
0.01,5.0,multiplicative,0.08526291292067197
0.1,5.0,additive,0.08571154929344581
0.1,1.0,additive,0.08571453010233708
0.1,10.0,additive,0.08573248739835158
0.05,5.0,additive,0.08592423945581198
0.05,1.0,additive,0.08598878610730733
0.05,10.0,additive,0.08605574188453133
0.01,1.0,additive,0.08647248378277389
0.01,10.0,additive,0.08661627219088013
0.01,5.0,additive,0.08665356552372531
