changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08384510414471325
0.05,10.0,multiplicative,0.0838829678123676
0.05,1.0,multiplicative,0.08414559696323132
0.01,10.0,multiplicative,0.08420894571057433
0.01,5.0,multiplicative,0.08421589521760828
0.01,1.0,multiplicative,0.08425027043814763
0.1,5.0,multiplicative,0.0844621140201243
0.1,10.0,multiplicative,0.08455257973137711
0.1,1.0,multiplicative,0.0847060006934613
0.1,5.0,additive,0.08537708877631985
0.1,10.0,additive,0.08542138587521211
0.1,1.0,additive,0.0854281431043798
0.05,10.0,additive,0.0857005804902064
0.05,5.0,additive,0.08574121877319997
0.05,1.0,additive,0.08574259924749958
0.01,10.0,additive,0.08648074107698728
0.01,5.0,additive,0.08648135029156619
0.01,1.0,additive,0.08649236657184024
