changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.10728982051543032
0.05,10.0,multiplicative,0.10735065106684433
0.05,1.0,multiplicative,0.10745720308751847
0.01,1.0,multiplicative,0.1077924908953215
0.01,5.0,multiplicative,0.10795418757997646
0.01,10.0,multiplicative,0.1079725333394273
0.01,10.0,additive,0.10895414430325615
0.01,5.0,additive,0.10897037101759158
0.01,1.0,additive,0.10899768569533387
0.05,1.0,additive,0.10923672409892131
0.1,1.0,multiplicative,0.10961536863042552
0.1,10.0,multiplicative,0.10983337137363136
0.05,5.0,additive,0.11154283194863895
0.05,10.0,additive,0.11219575837803304
0.1,5.0,multiplicative,0.11227135723346827
0.1,5.0,additive,0.1124779152358411
0.1,1.0,additive,0.11266801727478316
0.1,10.0,additive,0.11331659505256428
