changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08420474490149556
0.05,1.0,multiplicative,0.08421273241173031
0.05,10.0,multiplicative,0.08421431547765726
0.1,1.0,multiplicative,0.08432730153060193
0.1,5.0,multiplicative,0.08435214083372623
0.1,10.0,multiplicative,0.08437594842483086
0.01,1.0,multiplicative,0.08448686752710448
0.01,5.0,multiplicative,0.08449856333814831
0.01,10.0,multiplicative,0.08453094363278292
0.1,10.0,additive,0.08723230901627298
0.1,1.0,additive,0.08734081268741649
0.1,5.0,additive,0.08735941058826269
0.05,10.0,additive,0.08756759962049425
0.05,1.0,additive,0.08757871076425465
0.05,5.0,additive,0.08764640059812008
0.01,10.0,additive,0.08816426085688903
0.01,1.0,additive,0.08830974098452325
0.01,5.0,additive,0.08831092233016699
