changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.10652411203371027
0.01,10.0,multiplicative,0.10653791802885207
0.01,1.0,multiplicative,0.10659750096337577
0.1,5.0,multiplicative,0.10731256605693819
0.1,1.0,multiplicative,0.10739118656269488
0.1,10.0,multiplicative,0.1074088845737831
0.05,1.0,multiplicative,0.10762489507216406
0.05,10.0,multiplicative,0.10767158136009498
0.05,5.0,multiplicative,0.10790542917997951
0.01,10.0,additive,0.10793049664326068
0.01,5.0,additive,0.1079557731420112
0.01,1.0,additive,0.10797372762206296
0.05,1.0,additive,0.10892438968413429
0.05,5.0,additive,0.10899709631352787
0.05,10.0,additive,0.10901303126057328
0.1,5.0,additive,0.1090995084066253
0.1,10.0,additive,0.10913280704865895
0.1,1.0,additive,0.10931385274510146
