changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.10742053797371676
0.01,1.0,multiplicative,0.10745569298053703
0.01,5.0,multiplicative,0.10752549720237874
0.01,5.0,additive,0.10775145198136105
0.01,1.0,additive,0.10776482883509286
0.01,10.0,additive,0.10777482051796752
0.05,10.0,multiplicative,0.10833801161910127
0.05,1.0,additive,0.10860763735000732
0.05,5.0,additive,0.1086859045705314
0.05,10.0,additive,0.10894438389957725
0.05,1.0,multiplicative,0.10923165744147743
0.05,5.0,multiplicative,0.10939962238484745
0.1,10.0,multiplicative,0.10952693454168114
0.1,1.0,multiplicative,0.10966221127218807
0.1,5.0,multiplicative,0.10986391122857457
0.1,1.0,additive,0.11024933140712655
0.1,5.0,additive,0.11039660508696206
0.1,10.0,additive,0.11043993320116231
