changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,1.0,multiplicative,0.08547367088768293
0.05,10.0,multiplicative,0.08551988338903915
0.05,5.0,multiplicative,0.08555142812121842
0.01,10.0,multiplicative,0.08575536101948911
0.01,1.0,multiplicative,0.08577774597873335
0.01,5.0,multiplicative,0.08579981459099284
0.1,10.0,multiplicative,0.08581092332077753
0.1,1.0,multiplicative,0.0858293012256052
0.1,5.0,multiplicative,0.08588373214497162
0.1,1.0,additive,0.0867515684836564
0.1,5.0,additive,0.08676329003037718
0.1,10.0,additive,0.08678611133963489
0.05,5.0,additive,0.08701554313086889
0.05,1.0,additive,0.0871008731653191
0.05,10.0,additive,0.08718672266429266
0.01,1.0,additive,0.08771010835094113
0.01,10.0,additive,0.08791884418444407
0.01,5.0,additive,0.08797671483383984
