changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.13768924849873745
0.05,1.0,multiplicative,0.1378253867122118
0.05,10.0,multiplicative,0.13785322809330788
0.1,10.0,multiplicative,0.14848130287948486
0.1,1.0,multiplicative,0.14891107922792765
0.1,5.0,multiplicative,0.1516357700142327
0.01,1.0,additive,0.1560799403690055
0.01,5.0,additive,0.1568409067861027
0.01,10.0,additive,0.15751013334490765
0.01,1.0,multiplicative,0.15846488309270773
0.01,10.0,multiplicative,0.1585174241369637
0.01,5.0,multiplicative,0.1587205808252684
0.05,5.0,additive,0.16383768047465508
0.05,1.0,additive,0.16385292333212498
0.05,10.0,additive,0.1654639648043253
0.1,5.0,additive,0.19310692047179576
0.1,1.0,additive,0.1951986215438031
0.1,10.0,additive,0.19788469070020193
