changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08553890281979187
0.05,5.0,multiplicative,0.08554295293836928
0.05,1.0,multiplicative,0.08554852881633868
0.1,1.0,multiplicative,0.08561060567354112
0.1,5.0,multiplicative,0.0856202741217469
0.1,10.0,multiplicative,0.08563823852171845
0.01,5.0,multiplicative,0.08588813840904616
0.01,1.0,multiplicative,0.08590178596197184
0.01,10.0,multiplicative,0.08592827805040389
0.1,10.0,additive,0.08718774365055743
0.1,5.0,additive,0.08726559322735027
0.1,1.0,additive,0.08726741658539425
0.05,10.0,additive,0.08740807633615248
0.05,1.0,additive,0.08741654311152665
0.05,5.0,additive,0.08747047813261322
0.01,10.0,additive,0.08789573298978524
0.01,5.0,additive,0.08800067365978445
0.01,1.0,additive,0.08800728344373662
