changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19194579121115718
0.01,10.0,additive,0.1920791707611671
0.01,1.0,additive,0.19218566716992147
0.01,1.0,multiplicative,0.1957836850015626
0.01,10.0,multiplicative,0.19604107741081184
0.01,5.0,multiplicative,0.19606664098748317
0.05,1.0,multiplicative,0.19966883665680185
0.05,5.0,multiplicative,0.19987830841191068
0.05,10.0,additive,0.19988208654179468
0.05,10.0,multiplicative,0.20024462388594735
0.05,1.0,additive,0.20068712602425162
0.05,5.0,additive,0.20250026044052724
0.1,5.0,multiplicative,0.20943118698648364
0.1,1.0,multiplicative,0.2109235437710891
0.1,10.0,multiplicative,0.2116546865577311
0.1,5.0,additive,0.2142582004538482
0.1,10.0,additive,0.2153602495850382
0.1,1.0,additive,0.2197786397235066
