changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.12351476025275794
0.05,1.0,multiplicative,0.12542098884324177
0.1,1.0,multiplicative,0.12872697757237012
0.01,10.0,multiplicative,0.13011842579962762
0.01,5.0,multiplicative,0.13030815406659657
0.01,1.0,multiplicative,0.13088644366879423
0.1,10.0,multiplicative,0.13420990008910277
0.1,5.0,multiplicative,0.13655201757535948
0.01,10.0,additive,0.13923473690585156
0.01,5.0,additive,0.13945500536432104
0.01,1.0,additive,0.13973969546949708
0.05,5.0,multiplicative,0.1412253436084569
0.05,1.0,additive,0.146322696304293
0.05,10.0,additive,0.14729641166720045
0.05,5.0,additive,0.14787667519230024
0.1,5.0,additive,0.1570592673976533
0.1,10.0,additive,0.15849906666756455
0.1,1.0,additive,0.15880747871416223
