changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.13249199026726127
0.01,5.0,multiplicative,0.13256531058990725
0.01,1.0,multiplicative,0.13272997395245595
0.01,1.0,additive,0.13629336009265527
0.01,10.0,additive,0.13642806026379828
0.01,5.0,additive,0.13645358949257755
0.05,10.0,multiplicative,0.13731513268822934
0.05,1.0,multiplicative,0.13969027140140086
0.1,10.0,additive,0.140898081388397
0.1,5.0,additive,0.14098377120422073
0.05,5.0,multiplicative,0.14100963715238332
0.05,5.0,additive,0.14178135894701568
0.05,1.0,additive,0.1430459995866553
0.05,10.0,additive,0.14315059914931785
0.1,5.0,multiplicative,0.14420910134688544
0.1,1.0,multiplicative,0.14581011650302927
0.1,10.0,multiplicative,0.1497396239842404
0.1,1.0,additive,0.16266560421505427
