changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.07666872805985937
0.05,5.0,multiplicative,0.07686513650777066
0.05,1.0,multiplicative,0.07708563252661164
0.1,10.0,multiplicative,0.07931405497649158
0.1,5.0,multiplicative,0.0795216295302401
0.1,1.0,multiplicative,0.0797583115937556
0.01,1.0,multiplicative,0.0926114494065799
0.01,10.0,multiplicative,0.09398804932342576
0.01,5.0,additive,0.09475144856749498
0.01,10.0,additive,0.0950596049386505
0.01,1.0,additive,0.09561720781609483
0.01,5.0,multiplicative,0.09566437956073542
0.05,5.0,additive,0.09757257059336631
0.05,10.0,additive,0.09757627135258404
0.05,1.0,additive,0.09758746479535585
0.1,1.0,additive,0.09829418295261894
0.1,10.0,additive,0.09831969279017122
0.1,5.0,additive,0.09841367056769211
