changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08123287862535113
0.05,10.0,multiplicative,0.08126393719425883
0.05,1.0,multiplicative,0.08148728742453805
0.01,10.0,multiplicative,0.08155285673795945
0.01,5.0,multiplicative,0.08156501977129227
0.01,1.0,multiplicative,0.08160043888030703
0.1,5.0,multiplicative,0.0817884589606555
0.1,10.0,multiplicative,0.08186939530224838
0.1,1.0,multiplicative,0.0819973324974325
0.1,5.0,additive,0.0828256218917525
0.1,1.0,additive,0.08286466253146334
0.1,10.0,additive,0.08287153802130155
0.05,10.0,additive,0.08306694599603762
0.05,5.0,additive,0.0831055359429487
0.05,1.0,additive,0.08311433665617088
0.01,5.0,additive,0.08374135617027251
0.01,10.0,additive,0.0837441738681843
0.01,1.0,additive,0.08374573139252897
