datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature
2023-10-25 00:00:00+01:00,0.0,0.2,17.44575680041466,0.005723566485649483,13.669467265633536,23.299326378066876,20.859158067609773
2023-10-25 01:00:00+01:00,0.0,0.2,16.791865835080362,0.004312957658009434,13.15206276096137,22.534442520478983,21.453818280672785
2023-10-25 02:00:00+01:00,0.0,0.2,16.168107623730652,0.0037251767133476936,15.048765620816585,22.400166233862308,20.15092681462177
2023-10-25 03:00:00+01:00,0.0,0.2,16.08465272499423,0.004112096755772241,14.242902014919395,25.19070757585588,23.511712161501507
2023-10-25 04:00:00+01:00,0.0,0.2,15.272364418577464,0.003483243079282931,15.965119346601364,23.849773522659696,21.60244075054193
2023-10-25 05:00:00+01:00,0.0,0.2,14.937188257422132,0.002953417206700251,13.661734539319319,22.428663725714475,21.413178606248117
2023-10-25 06:00:00+01:00,0.0,0.2,15.128876468880582,0.0027554080420202237,14.561387298743051,23.505832714531966,21.228131070488423
2023-10-25 07:00:00+01:00,59.2646,0.53,15.820377615062702,0.007513432732455488,14.708489619056573,23.740688542763575,21.45931587819892
2023-10-25 08:00:00+01:00,197.26200000000003,0.65,17.7821285195651,0.002580969375355481,13.773326919808762,30.454910917258324,28.52697209906897
2023-10-25 09:00:00+01:00,343.8885,0.71,19.758968218134658,0.0024752126897701213,15.77343425483386,35.043835942497054,33.60318188495116
2023-10-25 10:00:00+01:00,452.527,0.73,21.791398975130203,0.003023366620398301,13.480569948297475,39.67440754534568,37.78922722179619
2023-10-25 11:00:00+01:00,525.45,0.75,23.113403436492746,0.004297635736524846,17.456856746222726,41.981143942348154,40.95356670618638
2023-10-25 12:00:00+01:00,535.9350000000001,0.75,24.122648194781394,0.004365447826309706,14.633723533839024,42.27791877358316,40.52319492871218
2023-10-25 13:00:00+01:00,492.06300000000005,0.74,23.991464220315134,0.005717310953920645,12.061916743729242,40.192737376869516,38.09731026492879
2023-10-25 14:00:00+01:00,399.204,0.72,23.690713691919182,0.00525403877922989,14.50036985148806,37.70911392832257,36.27057821418793
2023-10-25 15:00:00+01:00,267.172,0.68,23.587022537226908,0.007260404078169791,15.140114984998846,32.183725415991326,30.127722398471576
2023-10-25 16:00:00+01:00,119.62799999999999,0.6,23.187611754115405,0.006561543787199795,12.203351526820693,26.960390968509305,25.10136495918751
2023-10-25 17:00:00+01:00,9.6976,0.38,22.256226960030016,0.006091715094984063,14.395203977873356,22.014923797918264,20.30940296613135
2023-10-25 18:00:00+01:00,0.0,0.2,20.40290918088094,0.007619073264938257,16.447553833655387,21.862705296905418,20.0
2023-10-25 19:00:00+01:00,0.0,0.2,19.730150922497106,0.006799229889219007,14.162528097873075,21.5719675003835,20.565326300234656
2023-10-25 20:00:00+01:00,0.0,0.2,19.27761745960516,0.006363500142805511,16.743526944058704,24.16264099210787,22.05250403872963
2023-10-25 21:00:00+01:00,0.0,0.2,19.42750948569648,0.0072320311960878975,15.596370321445196,22.8264217199635,21.047251120747454
2023-10-25 22:00:00+01:00,0.0,0.2,19.017304679818075,0.006085090486640249,15.813965404307439,22.524192615165557,20.965976886746777
2023-10-25 23:00:00+01:00,0.0,0.2,19.34455531005885,0.005472220175557701,16.44489313574205,24.0059597431666,22.270304891512293
