datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature,hour,day_of_week,month,saison_hiver
2023-02-27 00:00:00+01:00,0.0,0.2,0.3158328853460628,0.42148881188186504,0.46205563412751305,0.03417835504168587,0.03151817975256188,0.0,0.0,0.0,1.0
2023-02-27 01:00:00+01:00,0.0,0.2,0.29516328228774613,0.5525054492160723,0.7150447654512646,0.03718141647093898,0.06052299689957219,0.043478260869565216,0.0,0.0,1.0
2023-02-27 02:00:00+01:00,0.0,0.2,0.15876933194535825,0.45999182564690166,0.8041763123089758,0.10321460571291508,0.05177297230268341,0.08695652173913043,0.0,0.0,1.0
2023-02-27 03:00:00+01:00,0.0,0.2,0.16103064930255973,0.393060881599098,0.4995043603432001,0.20467505598970637,0.15419330969784184,0.13043478260869565,0.0,0.0,1.0
2023-02-27 04:00:00+01:00,0.0,0.2,0.08362736641130808,0.306975184882888,0.5603086144834375,0.14429447944909013,0.12561524602364815,0.17391304347826086,0.0,0.0,1.0
2023-02-27 05:00:00+01:00,0.0,0.2,0.08348623075107642,0.071556951528009,0.6333175810983038,0.2134853421676186,0.17459833184936158,0.21739130434782608,0.0,0.0,1.0
2023-02-27 06:00:00+01:00,0.0,0.2,0.09379612077904653,0.0,0.8866389070851517,0.18610202577938706,0.1693525174949797,0.2608695652173913,0.0,0.0,1.0
2023-02-27 07:00:00+01:00,0.050703907780330036,0.42,0.29769316264546575,0.06300600865470962,0.6082228912800336,0.10712663968485492,0.13399785109031637,0.30434782608695654,0.0,0.0,1.0
2023-02-27 08:00:00+01:00,0.288224047951222,0.55,0.5521547743988211,0.9900908336080075,0.5183519545170405,0.2573999249849872,0.2758167959191542,0.34782608695652173,0.0,0.0,1.0
2023-02-27 09:00:00+01:00,0.5679269833664501,0.61,0.6173029153787895,0.20249602610881612,0.49115778774349206,0.623325563143112,0.6728596134430407,0.3913043478260869,0.0,0.0,1.0
2023-02-27 10:00:00+01:00,0.8413729607343,0.65,0.7389211237838416,0.32025027065297895,0.9392278667882483,0.9081412849086541,0.9738615548880383,0.43478260869565216,0.0,0.0,1.0
2023-02-27 11:00:00+01:00,1.0,0.66,0.9491441717003222,0.3604846086451442,1.0000000000000002,0.9779112411898332,0.9918930998713902,0.4782608695652174,0.0,0.0,1.0
2023-02-27 12:00:00+01:00,0.6799429733703489,0.53,0.9999999999999998,0.6835943592674131,0.5445893042209069,0.6827465607728564,0.6568746806640344,0.5217391304347826,0.0,0.0,1.0
2023-02-27 13:00:00+01:00,0.9944664440091505,0.65,0.9284292902502729,0.6225072688213197,0.7076142741081501,1.0,1.0000000000000002,0.5652173913043478,0.0,0.0,1.0
2023-02-27 14:00:00+01:00,0.668752319349126,0.56,0.9970853182225874,0.8213817913291056,0.5782755380653561,0.625026985522827,0.6371402422363908,0.6086956521739131,0.0,0.0,1.0
2023-02-27 15:00:00+01:00,0.7399721912975672,0.65,0.9289984656803749,0.9163107565136027,0.2822524544348981,0.6783276032582115,0.6465080428294099,0.6521739130434783,0.0,0.0,1.0
2023-02-27 16:00:00+01:00,0.42271928712015516,0.59,0.8244159620573732,1.0,0.4607749628134039,0.4159067178056064,0.4125949520026695,0.6956521739130435,0.0,0.0,1.0
2023-02-27 17:00:00+01:00,0.14491528210331497,0.5,0.6505226901539845,0.8292313404989017,0.7918788895281008,0.18990783814079948,0.15489433701101474,0.7391304347826086,0.0,0.0,1.0
2023-02-27 18:00:00+01:00,0.0035077953617714893,0.29,0.3001998326821147,0.9893407523719998,0.4862499535178533,0.0369527238595162,0.0,0.7826086956521738,0.0,0.0,1.0
2023-02-27 19:00:00+01:00,0.0,0.2,0.26992473719480325,0.7620985655351101,0.8544414918316929,0.06376735217803842,0.014676107800191796,0.8260869565217391,0.0,0.0,1.0
2023-02-27 20:00:00+01:00,0.0,0.2,0.20552426134562296,0.5811434675065038,0.44674842920588853,0.15245674207856852,0.16247352650785785,0.8695652173913043,0.0,0.0,1.0
2023-02-27 21:00:00+01:00,0.0,0.2,0.0539282684206448,0.8638124574099174,0.802217864255842,0.08630923140729685,0.11197346970475919,0.9130434782608695,0.0,0.0,1.0
2023-02-27 22:00:00+01:00,0.0,0.2,0.0,0.7012561664993294,0.0,0.0,0.014046006415432855,0.9565217391304348,0.0,0.0,1.0
2023-02-27 23:00:00+01:00,0.0,0.2,0.13557558543776893,0.6704371141446374,0.636582966164843,0.12316040866984967,0.10559943066820843,1.0,0.0,0.0,1.0
