datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature,hour,day_of_week,month,saison_hiver
2023-02-05 00:00:00+01:00,0.0,0.2,0.13933136764990772,0.4570443387649902,0.299420368357195,0.17390900160145772,0.1130205824927073,0.0,0.0,0.0,1.0
2023-02-05 01:00:00+01:00,0.0,0.2,0.06440778753055332,0.3528745846950119,0.4871050154108665,0.14657829317654936,0.09263050622016644,0.043478260869565216,0.0,0.0,1.0
2023-02-05 02:00:00+01:00,0.0,0.2,0.019628413152982915,0.4208395305208583,0.5030662577716805,0.030575219968458578,0.0,0.08695652173913043,0.0,0.0,1.0
2023-02-05 03:00:00+01:00,0.0,0.2,0.0,0.12405181179561708,0.21206631902593243,0.1706328837335518,0.12045210649629912,0.13043478260869565,0.0,0.0,1.0
2023-02-05 04:00:00+01:00,0.0,0.2,0.06608257733754885,0.09933808303345903,0.6491948310848077,0.14348566880066294,0.08885085880887766,0.17391304347826086,0.0,0.0,1.0
2023-02-05 05:00:00+01:00,0.0,0.2,0.07555857172442004,0.09066741064246608,0.6674318583054908,0.19398139896936106,0.12786251035075735,0.21739130434782608,0.0,0.0,1.0
2023-02-05 06:00:00+01:00,0.0,0.2,0.03961728429972067,0.1573458899521175,0.5306140624803992,0.1921096112700562,0.16683908685242788,0.2608695652173913,0.0,0.0,1.0
2023-02-05 07:00:00+01:00,0.009933107672469374,0.29,0.03848137554818987,0.0,0.5224440341898973,0.2727548071782837,0.21616388020130373,0.30434782608695654,0.0,0.0,1.0
2023-02-05 08:00:00+01:00,0.18256222943722938,0.47,0.3220754686877525,0.8435644328199472,0.3635767604860638,0.1772639058233585,0.09024799062323385,0.34782608695652173,0.0,0.0,1.0
2023-02-05 09:00:00+01:00,0.5112628949065119,0.58,0.5605218244725276,0.023560409361161994,0.07104082185271676,0.5791830183097302,0.5399183993216923,0.3913043478260869,0.0,0.0,1.0
2023-02-05 10:00:00+01:00,0.8484480058948144,0.64,0.81766852521451,0.22611042404480175,0.44776264763149287,0.9414921031343324,0.9474064817327137,0.43478260869565216,0.0,0.0,1.0
2023-02-05 11:00:00+01:00,1.0,0.64,0.8946039420845238,0.38134305767934706,0.010398782201086698,1.0,1.0,0.4782608695652174,0.0,0.0,1.0
2023-02-05 12:00:00+01:00,0.7087316938380768,0.52,1.0,0.6846660829973428,0.0,0.7196618687776764,0.6729215499319903,0.5217391304347826,0.0,0.0,1.0
2023-02-05 13:00:00+01:00,0.6153912798194713,0.49,0.9927985246095905,0.3975169167939755,1.0,0.6477461972305765,0.5869326965636446,0.5652173913043478,0.0,0.0,1.0
2023-02-05 14:00:00+01:00,0.5254213871235147,0.48,0.992017939017594,0.6923029633416287,0.38322089774735413,0.5242605047397197,0.472736758009332,0.6086956521739131,0.0,0.0,1.0
2023-02-05 15:00:00+01:00,0.44854414202818454,0.5,0.9530856751826846,0.6044382173632874,0.7757027021103649,0.4587070979257548,0.45812756275868427,0.6521739130434783,0.0,0.0,1.0
2023-02-05 16:00:00+01:00,0.27037855761260016,0.48,0.8173690997366752,0.724709790751578,0.4267424192341225,0.37114984337697043,0.3135418456225767,0.6956521739130435,0.0,0.0,1.0
2023-02-05 17:00:00+01:00,0.06582158975775997,0.4,0.4810206269698736,0.8065199993515537,0.2985879161626501,0.12987287964845962,0.05565769347483629,0.7391304347826086,0.0,0.0,1.0
2023-02-05 18:00:00+01:00,0.0,0.2,0.3063859169173986,0.6572379793786409,0.9098503529748143,0.16273066596713615,0.10602334336769959,0.7826086956521738,0.0,0.0,1.0
2023-02-05 19:00:00+01:00,0.0,0.2,0.24933257036441936,1.0,0.42175315529096413,0.049315628722290894,0.0,0.8260869565217391,0.0,0.0,1.0
2023-02-05 20:00:00+01:00,0.0,0.2,0.2158807166776291,0.6904528133895778,0.7775181532185997,0.008847561767324041,0.0,0.8695652173913043,0.0,0.0,1.0
2023-02-05 21:00:00+01:00,0.0,0.2,0.24324158989802092,0.7212962741937781,0.4806472688001584,0.13894929787713406,0.054860338624092675,0.9130434782608695,0.0,0.0,1.0
2023-02-05 22:00:00+01:00,0.0,0.2,0.20406932522030163,0.7627273644031407,0.631924396233154,0.0,0.0,0.9565217391304348,0.0,0.0,1.0
2023-02-05 23:00:00+01:00,0.0,0.2,0.23505095641253182,0.4332224890863451,0.07835222302361311,0.08745658747118035,0.0,1.0,0.0,0.0,1.0
