datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature,hour,day_of_week,month,saison_printemps
2023-05-06 00:00:00+01:00,0.0,0.2,0.2097062551324007,0.47456493088843105,0.21569975916934347,0.02067719805338908,0.029543474214638654,0.0,0.0,0.0,1.0
2023-05-06 01:00:00+01:00,0.0,0.2,0.10448482798780967,0.28587468906914754,0.5507629651386485,0.014863286439169898,0.034294309313489646,0.043478260869565216,0.0,0.0,1.0
2023-05-06 02:00:00+01:00,0.0,0.2,0.09932646182876281,0.2761825164134371,0.9999999999999998,0.03197303043590671,0.034971175006872746,0.08695652173913043,0.0,0.0,1.0
2023-05-06 03:00:00+01:00,0.0,0.2,0.08684211068787584,0.2484439226597,0.5135423291811263,0.009688530992647215,0.023582124961248785,0.13043478260869565,0.0,0.0,1.0
2023-05-06 04:00:00+01:00,0.0,0.2,0.0,0.24531842262511744,0.3625937494282294,0.07354270835417209,0.08879079377042898,0.17391304347826086,0.0,0.0,1.0
2023-05-06 05:00:00+01:00,0.0,0.2,0.12098650285861079,0.0,0.7242698661386393,0.05693575225933545,0.06396292270668258,0.21739130434782608,0.0,0.0,1.0
2023-05-06 06:00:00+01:00,0.06542181173242312,0.46,0.26731291926516154,1.0,0.0935447232251918,0.0549442272095273,0.07967785971439334,0.2608695652173913,0.0,0.0,1.0
2023-05-06 07:00:00+01:00,0.2177916953039932,0.58,0.44758279735460094,0.1612746624580062,0.48975197220418365,0.3162423458053383,0.33119167382113857,0.30434782608695654,0.0,0.0,1.0
2023-05-06 08:00:00+01:00,0.4124418565739718,0.65,0.5855322969337757,0.22213218024483156,0.0,0.4201982365644694,0.42290367173592724,0.34782608695652173,0.0,0.0,1.0
2023-05-06 09:00:00+01:00,0.6870180884938439,0.74,0.7047166627572585,0.4341867258844971,0.66706620441249,0.6785621392596177,0.6796396785412059,0.3913043478260869,0.0,0.0,1.0
2023-05-06 10:00:00+01:00,0.8506688907251099,0.76,0.8297170671453034,0.3443552621039942,0.4398597290552144,0.8605893867212484,0.8855034149188222,0.43478260869565216,0.0,0.0,1.0
2023-05-06 11:00:00+01:00,0.9482116150422545,0.77,0.8655520173357136,0.4869911039794162,0.6804694968444631,0.9368477266138204,0.9612849322053735,0.4782608695652174,0.0,0.0,1.0
2023-05-06 12:00:00+01:00,1.0,0.78,0.9783818602381384,0.36671616796149625,0.4309362299282802,1.0,0.9999999999999999,0.5217391304347826,0.0,0.0,1.0
2023-05-06 13:00:00+01:00,0.9667202088143761,0.78,0.9851364211371088,0.6534980771086707,0.49996100347975747,0.9916647957312699,0.9822599782346612,0.5652173913043478,0.0,0.0,1.0
2023-05-06 14:00:00+01:00,0.8572039930086311,0.77,0.9999999999999998,0.7237658428826912,0.6829488641664383,0.7884037148819862,0.8066677322147159,0.6086956521739131,0.0,0.0,1.0
2023-05-06 15:00:00+01:00,0.6877302247997962,0.75,0.9467773682451497,0.6765895521721246,0.3236781972249865,0.6869246227975168,0.6832026679514013,0.6521739130434783,0.0,0.0,1.0
2023-05-06 16:00:00+01:00,0.4738615214722031,0.71,0.8246757166135239,0.823363444433814,0.6429190207793216,0.4718707731953078,0.4907596841296361,0.6956521739130435,0.0,0.0,1.0
2023-05-06 17:00:00+01:00,0.24888861431377243,0.64,0.7504818605216428,0.7050651038278382,0.7810332220799785,0.17307714636621385,0.18599999793583355,0.7391304347826086,0.0,0.0,1.0
2023-05-06 18:00:00+01:00,0.061962808800475694,0.49,0.6173755566106218,0.8656487509740203,0.3500865671176012,0.06240178551353526,0.08464447489656146,0.7826086956521738,0.0,0.0,1.0
2023-05-06 19:00:00+01:00,0.0,0.2,0.45604305062626005,0.8142380569752417,0.5963990084258828,0.013019289338107698,0.0,0.8260869565217391,0.0,0.0,1.0
2023-05-06 20:00:00+01:00,0.0,0.2,0.38482279685203724,0.8148227893504512,0.4180908383497537,0.004127915270822569,0.029334032264207943,0.8695652173913043,0.0,0.0,1.0
2023-05-06 21:00:00+01:00,0.0,0.2,0.34693541837217,0.6957262161323734,0.2142788849246775,0.061949999515266696,0.09085214196381819,0.9130434782608695,0.0,0.0,1.0
2023-05-06 22:00:00+01:00,0.0,0.2,0.3694874676844848,0.5813776005646059,0.6545201841281842,0.0,0.03161169423273291,0.9565217391304348,0.0,0.0,1.0
2023-05-06 23:00:00+01:00,0.0,0.2,0.3775006003604575,0.6370898102056095,0.63772696587058,0.021415168284468322,0.022030673460358474,1.0,0.0,0.0,1.0
