datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature,hour,day_of_week,month,saison_été
2023-06-12 00:00:00+01:00,0.0,0.2,0.16461821673689414,0.4989471069443243,0.802031057677612,0.045468374933689604,0.03368177080117973,0.0,0.0,0.0,1.0
2023-06-12 01:00:00+01:00,0.0,0.2,0.09027386712723029,0.14752894831944063,0.5646051618681205,0.032462497975607185,0.019504754723182582,0.043478260869565216,0.0,0.0,1.0
2023-06-12 02:00:00+01:00,0.0,0.2,0.08243489856576325,0.2688866293198985,0.7266144334230717,0.041821154321241116,0.07381098389515417,0.08695652173913043,0.0,0.0,1.0
2023-06-12 03:00:00+01:00,0.0,0.2,0.16912790733882543,0.061524692381054846,0.12577764311326645,0.08473772531079526,0.07037370118222497,0.13043478260869565,0.0,0.0,1.0
2023-06-12 04:00:00+01:00,0.0,0.2,0.0,0.012694169765809726,0.6625916309046627,0.0514869580497781,0.035396706786080534,0.17391304347826086,0.0,0.0,1.0
2023-06-12 05:00:00+01:00,0.004786604786604786,0.28,0.11175097730553363,0.04757860426550986,0.9999999999999996,0.08897383506147072,0.0779713630619171,0.21739130434782608,0.0,0.0,1.0
2023-06-12 06:00:00+01:00,0.09742794742794741,0.51,0.21682564385497827,0.9656986658122491,0.6976763547409539,0.12662497085752378,0.10643376350159861,0.2608695652173913,0.0,0.0,1.0
2023-06-12 07:00:00+01:00,0.28294840294840296,0.63,0.3713255322259341,0.036038328910661055,0.3615269344184644,0.3328540625847324,0.33121755132699315,0.30434782608695654,0.0,0.0,1.0
2023-06-12 08:00:00+01:00,0.48848874848874846,0.69,0.3516464286003056,0.07973067894912722,0.2846918692760565,0.5443885744812716,0.5554710972369693,0.34782608695652173,0.0,0.0,1.0
2023-06-12 09:00:00+01:00,0.6387751387751387,0.7,0.7134573398227784,0.0,0.5032535773870035,0.6382521261637021,0.649136086337131,0.3913043478260869,0.0,0.0,1.0
2023-06-12 10:00:00+01:00,0.852199602199602,0.75,0.8647232294185394,0.14006577545143084,0.6857832663216175,0.9024900876536449,0.9364741854259774,0.43478260869565216,0.0,0.0,1.0
2023-06-12 11:00:00+01:00,0.9529565929565929,0.76,0.9456122007744461,0.34995125276431915,0.7412930366200157,0.9808910493802089,0.9736412589005511,0.4782608695652174,0.0,0.0,1.0
2023-06-12 12:00:00+01:00,1.0,0.77,0.9220665994255324,0.48639743389971035,0.26622157848054684,0.9999999999999999,1.0,0.5217391304347826,0.0,0.0,1.0
2023-06-12 13:00:00+01:00,0.8284302484302483,0.71,0.9717149570010988,0.6512448607193675,0.6602225648122966,0.8728351508734092,0.8938103979185904,0.5652173913043478,0.0,0.0,1.0
2023-06-12 14:00:00+01:00,0.8692235092235091,0.76,0.9390886104303928,0.6589197157393547,0.8217582350867496,0.9100645583776122,0.8965551699773467,0.6086956521739131,0.0,0.0,1.0
2023-06-12 15:00:00+01:00,0.7113708513708513,0.74,1.0,0.6651783580515918,0.6361227400658716,0.7140834789899758,0.7289700399506746,0.6521739130434783,0.0,0.0,1.0
2023-06-12 16:00:00+01:00,0.5166774566774567,0.71,0.9225777404618141,0.9154306140579223,0.46160604874886113,0.42665948431595335,0.4559142771646979,0.6956521739130435,0.0,0.0,1.0
2023-06-12 17:00:00+01:00,0.30207090207090204,0.65,0.6777076373939659,0.8939127996248246,0.36445443257594645,0.32888202222272966,0.321465704731546,0.7391304347826086,0.0,0.0,1.0
2023-06-12 18:00:00+01:00,0.1085082485082485,0.54,0.5715616605576677,0.9339924320046278,0.2116694803591055,0.1970072379348653,0.21032115685095165,0.7826086956521738,0.0,0.0,1.0
2023-06-12 19:00:00+01:00,0.005650065650065649,0.31,0.4123376858825858,0.9538086452999255,0.31968870644929526,0.03664959535305379,0.03714365126382824,0.8260869565217391,0.0,0.0,1.0
2023-06-12 20:00:00+01:00,0.0,0.2,0.35465155794664716,1.0,0.16377102959710887,0.0269176758709031,0.0159777644252862,0.8695652173913043,0.0,0.0,1.0
2023-06-12 21:00:00+01:00,0.0,0.2,0.28576512261541964,0.5372184152111141,0.0,0.0,0.0,0.9130434782608695,0.0,0.0,1.0
2023-06-12 22:00:00+01:00,0.0,0.2,0.18771263614678624,0.6857166538231543,0.5613248652174567,0.06696642743711467,0.0718298776919698,0.9565217391304348,0.0,0.0,1.0
2023-06-12 23:00:00+01:00,0.0,0.2,0.2362979939892953,0.5327606388729331,0.45171543701063666,0.0447766029901544,0.03461017304861125,1.0,0.0,0.0,1.0
