datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature,hour,day_of_week,month,saison_printemps
2023-03-07 00:00:00+01:00,0.0,0.2,0.13950232769525095,0.5937469127319703,0.08361761251320288,0.10960670061885958,0.06883198557022063,0.0,0.0,0.0,1.0
2023-03-07 01:00:00+01:00,0.0,0.2,0.08937308577337677,0.35069487553695877,0.2736782710923462,0.09312589967269724,0.07679557384359903,0.043478260869565216,0.0,0.0,1.0
2023-03-07 02:00:00+01:00,0.0,0.2,0.08435006156216929,0.3824049549528459,0.6436941536629073,0.16035653364797742,0.12263989383765339,0.08695652173913043,0.0,0.0,1.0
2023-03-07 03:00:00+01:00,0.0,0.2,0.021691532880460773,0.08401356141994853,0.6052575294363935,0.19965237706062144,0.18343284392334702,0.13043478260869565,0.0,0.0,1.0
2023-03-07 04:00:00+01:00,0.0,0.2,0.0,0.0550153046449775,0.36554670316961024,0.10249499789322247,0.049524481747872495,0.17391304347826086,0.0,0.0,1.0
2023-03-07 05:00:00+01:00,0.0,0.2,0.020422515102647587,0.0,0.43852007361293865,0.1554931064167845,0.14062871155608114,0.21739130434782608,0.0,0.0,1.0
2023-03-07 06:00:00+01:00,0.0,0.2,0.03623278261040719,0.029494782293727373,0.0,0.11505130385117857,0.04940150725602277,0.2608695652173913,0.0,0.0,1.0
2023-03-07 07:00:00+01:00,0.048989548555531046,0.39,0.1595549556380902,0.9999999999999998,0.9999999999999998,0.0996741614741895,0.06379673371748829,0.30434782608695654,0.0,0.0,1.0
2023-03-07 08:00:00+01:00,0.21502088679668574,0.5,0.27914389689842545,0.18690261219152404,0.5146989520428376,0.3230562848838562,0.26657946904072816,0.34782608695652173,0.0,0.0,1.0
2023-03-07 09:00:00+01:00,0.3572828326907476,0.52,0.4845941963312621,0.14023366003285265,0.25800285784124166,0.4206189688620011,0.36972431949745066,0.3913043478260869,0.0,0.0,1.0
2023-03-07 10:00:00+01:00,0.6040274174112489,0.6,0.663787722911156,0.2668603472864819,0.20387953795198088,0.6527943403101671,0.5858430313320944,0.43478260869565216,0.0,0.0,1.0
2023-03-07 11:00:00+01:00,0.9191212873044435,0.69,0.8584111589361476,0.27037083828555153,0.352422491795217,0.8997300732648458,0.8756037437012689,0.4782608695652174,0.0,0.0,1.0
2023-03-07 12:00:00+01:00,0.9650773516696657,0.69,0.8720687679259942,0.6484319187449763,0.312524273405697,0.9491839813210808,0.8978364076616399,0.5217391304347826,0.0,0.0,1.0
2023-03-07 13:00:00+01:00,1.0,0.71,0.9128663493455398,0.6068912262088049,0.5014831495346899,1.0,1.0,0.5652173913043478,0.0,0.0,1.0
2023-03-07 14:00:00+01:00,0.9081927548894414,0.71,1.0000000000000002,0.7939067367730992,0.3295336562783573,0.8702841086391703,0.8501741764425828,0.6086956521739131,0.0,0.0,1.0
2023-03-07 15:00:00+01:00,0.7226954711669438,0.7,0.8958263405052778,0.5983961248537508,0.34357154102569765,0.6964423899936437,0.6544173766869668,0.6521739130434783,0.0,0.0,1.0
2023-03-07 16:00:00+01:00,0.45261219849509043,0.66,0.8304334740441539,0.9263620595556663,0.2254043236301031,0.42127060019668316,0.4113838736243687,0.6956521739130435,0.0,0.0,1.0
2023-03-07 17:00:00+01:00,0.1609480797683473,0.55,0.6982948040816506,0.9309036659846905,0.5861262398589413,0.09723802041354135,0.02553283801758144,0.7391304347826086,0.0,0.0,1.0
2023-03-07 18:00:00+01:00,0.005338841301049119,0.3,0.4534873733557736,0.9621771246264892,0.11111718529112435,0.0,0.0,0.7826086956521738,0.0,0.0,1.0
2023-03-07 19:00:00+01:00,0.0,0.2,0.37117275272268335,0.756834561351023,0.39601534948644224,0.1611468658464691,0.12433476784323338,0.8260869565217391,0.0,0.0,1.0
2023-03-07 20:00:00+01:00,0.0,0.2,0.2700744229870238,0.7476271919899069,0.5458322492702459,0.09372498536699336,0.023431701546181682,0.8695652173913043,0.0,0.0,1.0
2023-03-07 21:00:00+01:00,0.0,0.2,0.24105617423491554,0.8553589774642556,0.051889295999026475,0.05734003041509539,0.004820099295208324,0.9130434782608695,0.0,0.0,1.0
2023-03-07 22:00:00+01:00,0.0,0.2,0.2841918826505785,0.6633875807849088,0.5024198514842906,0.12369790297037031,0.04781010846422162,0.9565217391304348,0.0,0.0,1.0
2023-03-07 23:00:00+01:00,0.0,0.2,0.26389821226317944,0.5988598361948767,0.48957453806708595,0.10194400192964259,0.08553246083333188,1.0,0.0,0.0,1.0
