datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature,hour,day_of_week,month,saison_automne
2023-09-01 00:00:00+01:00,0.0,0.2,0.11597626296075969,0.4497979877077125,0.7842670721228195,0.07699087552077366,0.07389614059973149,0.0,0.0,0.0,1.0
2023-09-01 01:00:00+01:00,0.0,0.2,0.12056322864562441,0.28707393808013715,0.3777918820042303,0.04395138128921117,0.015908608063841312,0.043478260869565216,0.0,0.0,1.0
2023-09-01 02:00:00+01:00,0.0,0.2,0.09367692334514155,0.2683912332432612,0.29349911819412355,0.04155559196891334,0.02664515767910458,0.08695652173913043,0.0,0.0,1.0
2023-09-01 03:00:00+01:00,0.0,0.2,0.05942875062442399,0.13654836214990362,0.2167854176133388,0.1617021068333494,0.10735738581494547,0.13043478260869565,0.0,0.0,1.0
2023-09-01 04:00:00+01:00,0.0,0.2,0.04813343284788241,0.13877595009585375,0.4460021798382501,0.11904643094853451,0.07353555615992191,0.17391304347826086,0.0,0.0,1.0
2023-09-01 05:00:00+01:00,0.0,0.2,0.0,0.11431484395713709,0.7009354102251435,0.07512559604927938,0.03496683578839521,0.21739130434782608,0.0,0.0,1.0
2023-09-01 06:00:00+01:00,0.016253929659256067,0.31,0.10159071597478109,0.0,0.6439029729841956,0.11058783947714323,0.054959964296992125,0.2608695652173913,0.0,0.0,1.0
2023-09-01 07:00:00+01:00,0.14223893080664762,0.48,0.2896890030236787,0.9119227463302151,0.0,0.16674982101599467,0.11901301712187407,0.30434782608695654,0.0,0.0,1.0
2023-09-01 08:00:00+01:00,0.32137496379133274,0.56,0.4902687604217997,0.12278601395542865,0.8361163691043871,0.3530558675180636,0.34554885331995167,0.34782608695652173,0.0,0.0,1.0
2023-09-01 09:00:00+01:00,0.5170433099549696,0.61,0.6628401952509262,0.23985121447559066,0.7146152741364311,0.5260419168508582,0.512978488803279,0.3913043478260869,0.0,0.0,1.0
2023-09-01 10:00:00+01:00,0.8079799513706627,0.7,0.8660167935500089,0.3268408227044751,0.7157208622572848,0.8219354970389005,0.7958292258078489,0.43478260869565216,0.0,0.0,1.0
2023-09-01 11:00:00+01:00,1.0,0.74,1.0,0.3895029859017042,0.7178674996865597,0.9967744500216488,1.0,0.4782608695652174,0.0,0.0,1.0
2023-09-01 12:00:00+01:00,0.9858500917286238,0.72,0.9877411005943282,0.39180311592560013,0.9145566901835407,1.0,0.9810893883595014,0.5217391304347826,0.0,0.0,1.0
2023-09-01 13:00:00+01:00,0.9721832791823048,0.73,0.9290970250039265,0.7016462772013865,0.6857084049637829,0.9808319052761748,0.9796741195657578,0.5652173913043478,0.0,0.0,1.0
2023-09-01 14:00:00+01:00,0.9032965248457292,0.74,0.8889310829092119,0.7160799367048092,0.5570608678414652,0.8667388295511321,0.8292708271018779,0.6086956521739131,0.0,0.0,1.0
2023-09-01 15:00:00+01:00,0.6415762024725975,0.68,0.7521018975836067,0.7818265557774722,0.5765560316942717,0.6648328735925108,0.6275500767456385,0.6521739130434783,0.0,0.0,1.0
2023-09-01 16:00:00+01:00,0.3108600295186849,0.55,0.6781766537250888,0.8299520516714993,0.48715332361208485,0.3522270871923744,0.3034883814558863,0.6956521739130435,0.0,0.0,1.0
2023-09-01 17:00:00+01:00,0.1131130550584919,0.43,0.495692252408932,0.8688019168450762,0.18215294976634944,0.15527498288115116,0.11532190732298087,0.7391304347826086,0.0,0.0,1.0
2023-09-01 18:00:00+01:00,0.009799852281177386,0.24,0.425121681991413,0.9982009963539646,0.5442649566894273,0.0,0.0,0.7826086956521738,0.0,0.0,1.0
2023-09-01 19:00:00+01:00,0.0,0.2,0.3138698521477532,1.0,0.06447974516893362,0.02070692238784788,0.01763343312988963,0.8260869565217391,0.0,0.0,1.0
2023-09-01 20:00:00+01:00,0.0,0.2,0.23907443201813017,0.9863996629742506,0.8885220739201563,0.02947056080641952,0.03318128008364285,0.8695652173913043,0.0,0.0,1.0
2023-09-01 21:00:00+01:00,0.0,0.2,0.29256859678030445,0.7495553498293901,1.0,0.08921445155736818,0.0916689923901034,0.9130434782608695,0.0,0.0,1.0
2023-09-01 22:00:00+01:00,0.0,0.2,0.2202876106802778,0.6480230548615189,0.42692063639488875,0.09454465621753005,0.039514184422816734,0.9565217391304348,0.0,0.0,1.0
2023-09-01 23:00:00+01:00,0.0,0.2,0.16922745946187678,0.5616232914372778,0.7639723888754686,0.028481443118521077,0.00324915866024178,1.0,0.0,0.0,1.0
