datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature
2023-01-08 00:00:00+01:00,0.0,0.2,12.112238453260554,0.004481600423486548,10.298535405140983,21.802799673650615,20.0
2023-01-08 01:00:00+01:00,0.0,0.2,12.322300813493838,0.0037527773119298796,8.853982581346393,23.220366203586273,21.270068359582385
2023-01-08 02:00:00+01:00,0.0,0.2,11.124297681414678,0.004404065077676906,11.40010015849329,23.00572260559468,21.12445878810116
2023-01-08 03:00:00+01:00,0.0,0.2,11.126671436917412,0.003965105917800173,10.03056367882764,24.40984750464941,22.684685930322598
2023-01-08 04:00:00+01:00,0.0,0.2,10.504353150165839,0.0023191995033878623,10.659726510999448,24.677646719247747,22.347369657700302
2023-01-08 05:00:00+01:00,0.0,0.2,10.429634915392029,0.0031404228869725205,11.555121107753637,23.20242945693944,21.40987694510834
2023-01-08 06:00:00+01:00,0.0,0.2,10.200701359340055,0.0020202833790988793,12.894715507603369,23.27897769869897,20.907077753891464
2023-01-08 07:00:00+01:00,1.3687999999999998,0.29,10.534416410187701,0.0022126951592889373,10.065972865936788,24.31925696688903,23.29129256059071
2023-01-08 08:00:00+01:00,62.301500000000004,0.53,12.920341544677088,0.006966176998094379,8.623236087776094,23.741858250164913,22.41764328277094
2023-01-08 09:00:00+01:00,188.92249999999999,0.65,14.717834295522872,0.002847910645206447,9.281553426258629,30.583818206670227,29.167054905763045
2023-01-08 10:00:00+01:00,300.59849999999994,0.69,17.104951064669272,0.0041637479374725984,8.509213157084647,34.13741024871138,32.81290946837973
2023-01-08 11:00:00+01:00,383.4,0.72,17.572364172610854,0.00360937987658018,11.549405180970862,36.96613372083637,35.35720996251556
2023-01-08 12:00:00+01:00,409.35599999999994,0.72,18.557935156714244,0.004783740893023197,12.299876872914474,37.164311420897256,36.11944682863885
2023-01-08 13:00:00+01:00,385.2318,0.71,19.577803541856998,0.0059665549445097,12.014609859823382,37.129146620389136,35.63006231182121
2023-01-08 14:00:00+01:00,314.7228,0.69,19.781491782013497,0.005364298848141447,10.579103446903334,32.7862278745283,30.946930811722492
2023-01-08 15:00:00+01:00,201.35680000000002,0.64,19.24371733274611,0.006958585534715886,9.692310944464637,28.497269803900785,26.601799866551787
2023-01-08 16:00:00+01:00,80.055,0.54,18.156410775879934,0.006407713733503647,11.76512355049312,25.195261689145916,23.315645838226438
2023-01-08 17:00:00+01:00,4.4864,0.32,16.255264538134558,0.006596939363475334,12.096197800410174,22.90794088936735,21.245809469753656
2023-01-08 18:00:00+01:00,0.0,0.2,15.425373504773034,0.006775532178167011,7.770160596637249,21.774458704594878,20.101446739771074
2023-01-08 19:00:00+01:00,0.0,0.2,13.806960925477238,0.007539092928201777,9.491862809625427,22.23336534542097,21.180308829119618
2023-01-08 20:00:00+01:00,0.0,0.2,14.118890455330062,0.006461492981757733,7.360428634388822,24.081430528904217,22.190324230518502
2023-01-08 21:00:00+01:00,0.0,0.2,13.87505711640638,0.005655069191487338,12.115013023348066,22.52880934742084,21.239902135932187
2023-01-08 22:00:00+01:00,0.0,0.2,13.882150631550378,0.005757016787129204,9.560497723850489,22.30567690000418,20.850715549108617
2023-01-08 23:00:00+01:00,0.0,0.2,14.05177912020241,0.005875589312200109,9.031973755936944,23.653687805375554,21.632441704283096
