datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature,hour,day_of_week,month,saison_été
2023-06-08 00:00:00+01:00,0.0,0.2,0.12799987780606514,0.5613002307407945,0.901902178182723,0.09184492771007102,0.07678563682529282,0.0,0.0,0.0,1.0
2023-06-08 01:00:00+01:00,0.0,0.2,0.2271616623097592,0.4910114814353509,0.2899334516545218,0.15982662197974684,0.08072991576273103,0.043478260869565216,0.0,0.0,1.0
2023-06-08 02:00:00+01:00,0.0,0.2,0.15569323440595229,0.2577927387587561,0.0,0.07935722782169563,0.060424168060681405,0.08695652173913043,0.0,0.0,1.0
2023-06-08 03:00:00+01:00,0.0,0.2,0.17434970711828424,0.2193828581143088,0.9857247550194699,0.1160475590434884,0.10011739928634933,0.13043478260869565,0.0,0.0,1.0
2023-06-08 04:00:00+01:00,0.0,0.2,0.24308951100991427,0.09302687087685957,0.6994288500130539,0.20760309618311945,0.17014552571042918,0.17391304347826086,0.0,0.0,1.0
2023-06-08 05:00:00+01:00,0.003410472034744183,0.2,0.20439062739633718,0.07666199898532855,0.41271816841850795,0.11189902870533275,0.08877354594009867,0.21739130434782608,0.0,0.0,1.0
2023-06-08 06:00:00+01:00,0.034580218852285974,0.24,0.3411210993643463,0.9999999999999999,0.8208473222042301,0.06451936471815611,0.05422426115094936,0.2608695652173913,0.0,0.0,1.0
2023-06-08 07:00:00+01:00,0.08744745434087092,0.28,0.37493025057531604,0.0,1.0000000000000004,0.16604705095698113,0.10409087084411128,0.30434782608695654,0.0,0.0,1.0
2023-06-08 08:00:00+01:00,0.1554736641463879,0.31,0.44895990563917554,0.24973246981870023,0.7922359574396962,0.2783194334200694,0.2600588348174857,0.34782608695652173,0.0,0.0,1.0
2023-06-08 09:00:00+01:00,0.3326603936389777,0.4,0.5502332514571147,0.2987999964965009,0.6322637535916398,0.4778916887144271,0.4598276237676475,0.3913043478260869,0.0,0.0,1.0
2023-06-08 10:00:00+01:00,0.48471641228179835,0.45,0.5707126510041118,0.21173521742881318,0.7033382766558471,0.591413065155574,0.5759730903889868,0.43478260869565216,0.0,0.0,1.0
2023-06-08 11:00:00+01:00,0.7234545786201934,0.53,0.7238884768412821,0.16506664106211477,0.6231965966595707,0.780957304304893,0.7284927142800051,0.4782608695652174,0.0,0.0,1.0
2023-06-08 12:00:00+01:00,0.9831208278592932,0.61,0.6974944653731026,0.6864013080681416,0.8425640073036331,0.9468174895090047,0.8771263526121649,0.5217391304347826,0.0,0.0,1.0
2023-06-08 13:00:00+01:00,1.0,0.62,0.8780960066232972,0.45644574602636345,0.4073303407723161,1.0,0.9999999999999998,0.5652173913043478,0.0,0.0,1.0
2023-06-08 14:00:00+01:00,0.8861027363709214,0.61,1.0,0.6864591241042982,0.3570615573926972,0.9215510466751884,0.8999392217803406,0.6086956521739131,0.0,0.0,1.0
2023-06-08 15:00:00+01:00,0.6608793852952086,0.57,0.9725940690235291,0.7550119290790199,0.9496936759228354,0.6628713064469653,0.6211875642226532,0.6521739130434783,0.0,0.0,1.0
2023-06-08 16:00:00+01:00,0.6393755802823886,0.63,0.6615613446095567,0.7677207773877827,0.6350248481294929,0.6567199464624611,0.6166444071722244,0.6956521739130435,0.0,0.0,1.0
2023-06-08 17:00:00+01:00,0.36084925672615165,0.57,0.47797495796755474,0.8560468919091441,0.5869522016733151,0.3931658013432009,0.31453564158559844,0.7391304347826086,0.0,0.0,1.0
2023-06-08 18:00:00+01:00,0.1262397291298172,0.47,0.35633949708640733,0.9343951194911045,0.03436511969505762,0.21581176612638409,0.19810622364116726,0.7826086956521738,0.0,0.0,1.0
2023-06-08 19:00:00+01:00,0.007132477572662113,0.29,0.2157016109212364,0.6572542647037093,0.5300864624588693,0.11852469525151021,0.0697110622023216,0.8260869565217391,0.0,0.0,1.0
2023-06-08 20:00:00+01:00,0.0,0.2,0.09530345599894519,0.5975303896356915,0.8296559749646533,0.08204009931382572,0.05667612318578508,0.8695652173913043,0.0,0.0,1.0
2023-06-08 21:00:00+01:00,0.0,0.2,0.07599972682816603,0.6353195922035787,0.13869166867650273,0.0,0.0,0.9130434782608695,0.0,0.0,1.0
2023-06-08 22:00:00+01:00,0.0,0.2,0.04197112180498097,0.6636110426651342,0.10207219802760603,0.05209770939396652,0.01985868138799951,0.9565217391304348,0.0,0.0,1.0
2023-06-08 23:00:00+01:00,0.0,0.2,0.0,0.4779974129435046,0.7003598372857915,0.14248692036168586,0.11645476639024976,1.0,0.0,0.0,1.0
