datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature
2023-01-24 00:00:00+01:00,0.0,0.2,9.117636056625859,0.004866529743364541,7.734945385998988,23.490322518654015,22.201680522674987
2023-01-24 01:00:00+01:00,0.0,0.2,9.149239534857815,0.004088123259394672,5.263469779167924,25.273410873785803,24.26854167844264
2023-01-24 02:00:00+01:00,0.0,0.2,8.744272695065838,0.004198621295863843,7.415161964082264,24.71913079466716,23.026102026029417
2023-01-24 03:00:00+01:00,0.0,0.2,8.844231090732205,0.003097274686647414,8.962331610448112,22.46641748976126,21.019096470694198
2023-01-24 04:00:00+01:00,0.0,0.2,8.170616794925314,0.003423431467115684,8.478680546213193,23.60564243901482,21.73323363850085
2023-01-24 05:00:00+01:00,0.0,0.2,8.37250187337568,0.004013039580839088,7.985876111376351,24.08503622482579,22.16753140490141
2023-01-24 06:00:00+01:00,0.0,0.2,8.268580121376871,0.0023244925062261574,4.8538789736581,23.665471741596363,21.911030256057963
2023-01-24 07:00:00+01:00,2.6792000000000002,0.34,8.077473563887374,0.002894332073582128,6.375947586920797,23.596979680341217,22.072208412939275
2023-01-24 08:00:00+01:00,76.7592,0.56,11.07519992156796,0.007390134062007824,8.429709882529675,24.351031768560766,22.7104516359102
2023-01-24 09:00:00+01:00,216.81200000000004,0.67,13.335557780860368,0.003422396742043888,8.810336948683947,31.165605444994046,29.32158873588205
2023-01-24 10:00:00+01:00,348.2856,0.72,14.948279255311157,0.004386199662121259,9.063691498528087,36.69721490086596,35.06850534452604
2023-01-24 11:00:00+01:00,445.62749999999994,0.75,15.15510011498669,0.004263307761073646,10.20597963099381,39.448723236346694,37.48444845838649
2023-01-24 12:00:00+01:00,465.1788,0.74,15.73898524713908,0.005770529749647344,8.306939782807905,38.78610407325013,36.69059784488457
2023-01-24 13:00:00+01:00,463.25249999999994,0.75,15.78514234696084,0.005418754533324726,6.728079085769628,38.38655595669579,36.06481688787342
2023-01-24 14:00:00+01:00,410.12250000000006,0.75,15.595341380767515,0.00644090502841347,8.793143482035696,35.93316852193592,34.69873963414868
2023-01-24 15:00:00+01:00,286.1655,0.71,14.949342114476188,0.006778215882063605,8.687690553221458,31.669431212306517,30.32046273247867
2023-01-24 16:00:00+01:00,142.79680000000002,0.64,13.820233689889488,0.007558598764782246,8.15242410640889,26.89835619961939,24.822966710599943
2023-01-24 17:00:00+01:00,18.45,0.45,12.269876490400659,0.0060395184207883675,8.968038233375339,23.03753325054184,20.65179709886298
2023-01-24 18:00:00+01:00,0.0,0.2,10.213569272077793,0.007960496013741283,8.18803838692412,21.0429752105553,20.0
2023-01-24 19:00:00+01:00,0.0,0.2,10.33863219668617,0.00676048625048419,10.567075777492024,21.470379777932173,20.016128352436358
2023-01-24 20:00:00+01:00,0.0,0.2,9.555544861361886,0.007073617069767102,6.997957229758645,22.18578184134676,20.797312713467317
2023-01-24 21:00:00+01:00,0.0,0.2,9.992473121432567,0.00700437085136406,4.62583880659537,21.877660636973236,20.143014960618636
2023-01-24 22:00:00+01:00,0.0,0.2,9.724665221709053,0.005363633266034252,6.351887806427426,22.945282456383566,21.5690975352832
2023-01-24 23:00:00+01:00,0.0,0.2,9.676123093327197,0.005863840391018565,6.342125422431103,23.064682182949053,22.047944882211517
