datetime,solar_irradiance,kt,ambient_temperature,flow_rate,water_input_temperature,tank_temperature,water_output_temperature,hour,day_of_week,month,saison_printemps
2023-03-27 00:00:00+00:00,0.0,0.2,0.027908955169247296,0.5125549618299274,0.979452397873612,0.04596778170925431,0.006100982445963576,0.0,0.0,0.0,1.0
2023-03-27 01:00:00+00:00,0.0,0.2,0.0319554643682225,0.18761202168527458,0.42155311663103934,0.07381273425496016,0.08853923098856575,0.043478260869565216,0.0,0.0,1.0
2023-03-27 02:00:00+00:00,0.0,0.2,0.0,0.1916345575031504,0.5392385787346408,0.053811913517889165,0.04345123155480568,0.08695652173913043,0.0,0.0,1.0
2023-03-27 03:00:00+00:00,0.0,0.2,0.04494432523725855,0.03451454849512048,0.5369328519869558,0.08618567691313861,0.09581372161477364,0.13043478260869565,0.0,0.0,1.0
2023-03-27 04:00:00+00:00,0.0,0.2,0.09418907248881903,0.21154918390285204,0.6253216459934534,0.041710175849785536,0.01631140226288763,0.17391304347826086,0.0,0.0,1.0
2023-03-27 05:00:00+00:00,0.0,0.2,0.06950231091150494,0.04402850149729265,0.8680944277114704,0.09475586722906204,0.09581058213698412,0.21739130434782608,0.0,0.0,1.0
2023-03-27 06:00:00+00:00,0.004780453657600288,0.29,0.03763296356587342,0.7949525420327039,0.3612752616783159,0.036317610626225516,0.03814236120855452,0.2608695652173913,0.0,0.0,1.0
2023-03-27 07:00:00+00:00,0.11971810114148293,0.53,0.19526259765829534,0.2686977066667968,0.2337812789876983,0.17583858812124864,0.14712137517332358,0.30434782608695654,0.0,0.0,1.0
2023-03-27 08:00:00+00:00,0.34390136503742846,0.65,0.3964788761009921,0.12654745340669404,0.6816673306884766,0.3897233217030742,0.34942628779159435,0.34782608695652173,0.0,0.0,1.0
2023-03-27 09:00:00+00:00,0.5853938737029886,0.71,0.5870705337440747,0.05047338728957851,0.4836205244821956,0.6556249144532607,0.6470959522147304,0.3913043478260869,0.0,0.0,1.0
2023-03-27 10:00:00+00:00,0.7998742505842902,0.75,0.7443963711157404,0.0,0.24387519154387727,0.8585299094485774,0.8508563264393589,0.43478260869565216,0.0,0.0,1.0
2023-03-27 11:00:00+00:00,0.940993744989782,0.77,0.8910608971105247,0.42073522398904784,0.19970296381222585,0.9522787965026092,0.92504068823971,0.4782608695652174,0.0,0.0,1.0
2023-03-27 12:00:00+00:00,1.0,0.78,0.9439744924172409,0.4252451558241692,0.7181923236741818,1.0,1.0,0.5217391304347826,0.0,0.0,1.0
2023-03-27 13:00:00+00:00,0.957490205376599,0.77,1.0000000000000002,0.563297625690937,0.2945250633136731,0.8760812945697309,0.8709021884180579,0.5652173913043478,0.0,0.0,1.0
2023-03-27 14:00:00+00:00,0.8433932865901161,0.76,0.9968108792440431,0.8044983996848525,0.1678928897587615,0.8695122773438195,0.8206036695995649,0.6086956521739131,0.0,0.0,1.0
2023-03-27 15:00:00+00:00,0.6443103681875149,0.73,0.8602780470749807,0.9479808962712626,0.7547057562844399,0.6300177783365442,0.592627326441,0.6521739130434783,0.0,0.0,1.0
2023-03-27 16:00:00+00:00,0.408757014305231,0.68,0.853538581263368,0.7195333268748774,0.27511872000441917,0.4541623841245497,0.41695635732940395,0.6956521739130435,0.0,0.0,1.0
2023-03-27 17:00:00+00:00,0.1685028057220924,0.58,0.6621958520994622,0.8415354738281162,0.6200351026389836,0.17047346839401445,0.1368001804773975,0.7391304347826086,0.0,0.0,1.0
2023-03-27 18:00:00+00:00,0.012245819643441836,0.34,0.4176189337410263,0.9971853861502504,0.0,0.0,0.0,0.7826086956521738,0.0,0.0,1.0
2023-03-27 19:00:00+00:00,0.0,0.2,0.2523793585258791,0.8468597766496957,0.7152481845433987,0.022584901218667963,0.008874206484405733,0.8260869565217391,0.0,0.0,1.0
2023-03-27 20:00:00+00:00,0.0,0.2,0.2267284343925391,1.0,1.0,0.08734541372716631,0.08361616559693386,0.8695652173913043,0.0,0.0,1.0
2023-03-27 21:00:00+00:00,0.0,0.2,0.10794983296984029,0.6419592258020199,0.717120729096735,0.05629164698913558,0.019262519411030188,0.9130434782608695,0.0,0.0,1.0
2023-03-27 22:00:00+00:00,0.0,0.2,0.09945146046930509,0.5836100620466116,0.19873351668006212,0.026850481241811552,0.0,0.9565217391304348,0.0,0.0,1.0
2023-03-27 23:00:00+00:00,0.0,0.2,0.1182156837594659,0.5522177988072738,0.7300358702725975,0.06848365108997045,0.04672607278247343,1.0,0.0,0.0,1.0
